folder_path	research_file	direct_file_count	recursive_file_count	direct_child_folder_count	status
sources/os/plan9/9front/sys/src/9/xen/xen-public/xsm	Docs/researches/sources/os/plan9/9front/sys/src/9/xen/xen-public/xsm/current_folder_research.md	1	1	0	ok
sources/os/plan9/9front/sys/src/cmd/audio/libFLAC/FLAC	Docs/researches/sources/os/plan9/9front/sys/src/cmd/audio/libFLAC/FLAC/current_folder_research.md	9	9	0	ok
sources/os/plan9/9front/sys/src/cmd/audio/libFLAC/private	Docs/researches/sources/os/plan9/9front/sys/src/cmd/audio/libFLAC/private/current_folder_research.md	21	21	0	ok
sources/os/plan9/9front/sys/src/cmd/audio/libFLAC/protected	Docs/researches/sources/os/plan9/9front/sys/src/cmd/audio/libFLAC/protected/current_folder_research.md	3	3	0	ok
sources/os/plan9/9front/sys/src/cmd/audio/libFLAC/share	Docs/researches/sources/os/plan9/9front/sys/src/cmd/audio/libFLAC/share/current_folder_research.md	6	6	0	ok
sources/os/plan9/9front/sys/src/cmd/audio/libogg/ogg	Docs/researches/sources/os/plan9/9front/sys/src/cmd/audio/libogg/ogg/current_folder_research.md	2	2	0	ok
sources/os/plan9/9front/sys/src/cmd/audio/libvorbis/books	Docs/researches/sources/os/plan9/9front/sys/src/cmd/audio/libvorbis/books/current_folder_research.md	0	4	3	ok
sources/os/plan9/9front/sys/src/cmd/audio/libvorbis/modes	Docs/researches/sources/os/plan9/9front/sys/src/cmd/audio/libvorbis/modes/current_folder_research.md	19	19	0	ok
sources/os/plan9/9front/sys/src/cmd/audio/libvorbis/vorbis	Docs/researches/sources/os/plan9/9front/sys/src/cmd/audio/libvorbis/vorbis/current_folder_research.md	3	3	0	ok
sources/os/plan9/9front/sys/src/cmd/upas/fs/extra	Docs/researches/sources/os/plan9/9front/sys/src/cmd/upas/fs/extra/current_folder_research.md	7	7	0	ok
sources/os/plan9/9front/sys/src/cmd/venti/srv/www	Docs/researches/sources/os/plan9/9front/sys/src/cmd/venti/srv/www/current_folder_research.md	3	3	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/9pfreebsd/mount_9fs	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/9pfreebsd/mount_9fs/current_folder_research.md	6	6	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/exportfs	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/exportfs/current_folder_research.md	4	4	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/gui-osx	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/gui-osx/current_folder_research.md	8	8	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/gui-win32	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/gui-win32/current_folder_research.md	7	7	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/gui-x11	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/gui-x11/current_folder_research.md	4	4	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/include	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/include/current_folder_research.md	18	18	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/kern	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/kern/current_folder_research.md	51	52	1	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/libauth	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/libauth/current_folder_research.md	11	11	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/libauthsrv	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/libauthsrv/current_folder_research.md	16	16	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/libc	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/libc/current_folder_research.md	99	99	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/libdraw	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/libdraw/current_folder_research.md	11	11	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/libip	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/libip/current_folder_research.md	6	6	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/libmemdraw	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/libmemdraw/current_folder_research.md	24	24	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/libmemlayer	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/libmemlayer/current_folder_research.md	13	13	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/libmp	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/libmp/current_folder_research.md	34	34	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/libsec	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/libsec/current_folder_research.md	58	58	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/posix-386	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/posix-386/current_folder_research.md	5	5	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/posix-amd64	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/posix-amd64/current_folder_research.md	5	5	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/posix-arm	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/posix-arm/current_folder_research.md	5	5	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/posix-mips	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/posix-mips/current_folder_research.md	5	5	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/posix-port	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/posix-port/current_folder_research.md	4	4	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/posix-power	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/posix-power/current_folder_research.md	5	5	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/posix-sun4u	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/posix-sun4u/current_folder_research.md	5	5	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/win32-386	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/win32-386/current_folder_research.md	3	3	0	ok
sources/os/plan9/plan9/sys/src/cmd/upas/misc/unix	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/upas/misc/unix/current_folder_research.md	4	4	0	ok
sources/os/plan9/plan9/sys/src/cmd/venti/srv/www	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/venti/srv/www/current_folder_research.md	3	3	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/smbclnt/netsmb	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/smbclnt/netsmb/current_folder_research.md	33	33	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/smbclnt/smbfs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/smbclnt/smbfs/current_folder_research.md	15	15	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/zfs/lua	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/zfs/lua/current_folder_research.md	51	51	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/fs/zfs/sys	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/fs/zfs/sys/current_folder_research.md	105	105	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/1394/adapters	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/1394/adapters/current_folder_research.md	18	18	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/1394/targets	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/1394/targets/current_folder_research.md	0	9	3	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/current_folder_research.md	0	61	4	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/impl	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/impl/current_folder_research.md	12	12	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/ulp	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/ulp/current_folder_research.md	5	5	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fm/fs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fm/fs/current_folder_research.md	1	1	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fm/io	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fm/io/current_folder_research.md	7	7	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/hotplug/pci	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/hotplug/pci/current_folder_research.md	5	5	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/adapters	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/adapters/current_folder_research.md	1	33	2	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/clients	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/clients/current_folder_research.md	0	56	7	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/ibnex	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/ibnex/current_folder_research.md	2	2	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/ibtl	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/ibtl/current_folder_research.md	8	12	1	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/mgt	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/mgt/current_folder_research.md	4	21	4	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/sata/adapters	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/sata/adapters/current_folder_research.md	0	7	3	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/sata/impl	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/sata/impl/current_folder_research.md	1	1	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/adapters	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/adapters/current_folder_research.md	6	43	5	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/conf	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/conf/current_folder_research.md	2	2	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/generic	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/generic/current_folder_research.md	11	11	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/impl	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/impl/current_folder_research.md	14	14	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/targets	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/targets/current_folder_research.md	7	7	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/clients	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/clients/current_folder_research.md	0	42	15	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/hcd	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/hcd/current_folder_research.md	0	22	4	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/hubd	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/hubd/current_folder_research.md	3	3	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/scsa2usb	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/scsa2usb/current_folder_research.md	1	1	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/usb_ia	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/usb_ia/current_folder_research.md	1	1	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/usb_mid	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/usb_mid/current_folder_research.md	1	1	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/usba	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/usba/current_folder_research.md	16	16	0	ok
sources/os/plan9/9front/sys/src/9/xen/xen-public/arch-arm/hvm	Docs/researches/sources/os/plan9/9front/sys/src/9/xen/xen-public/arch-arm/hvm/current_folder_research.md	1	1	0	ok
sources/os/plan9/9front/sys/src/9/xen/xen-public/arch-x86/hvm	Docs/researches/sources/os/plan9/9front/sys/src/9/xen/xen-public/arch-x86/hvm/current_folder_research.md	1	1	0	ok
sources/os/plan9/9front/sys/src/cmd/audio/libvorbis/books/coupled	Docs/researches/sources/os/plan9/9front/sys/src/cmd/audio/libvorbis/books/coupled/current_folder_research.md	2	2	0	ok
sources/os/plan9/9front/sys/src/cmd/audio/libvorbis/books/floor	Docs/researches/sources/os/plan9/9front/sys/src/cmd/audio/libvorbis/books/floor/current_folder_research.md	1	1	0	ok
sources/os/plan9/9front/sys/src/cmd/audio/libvorbis/books/uncoupled	Docs/researches/sources/os/plan9/9front/sys/src/cmd/audio/libvorbis/books/uncoupled/current_folder_research.md	1	1	0	ok
sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/kern/unused	Docs/researches/sources/os/plan9/plan9/sys/src/cmd/unix/drawterm/kern/unused/current_folder_research.md	1	1	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/1394/targets/av1394	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/1394/targets/av1394/current_folder_research.md	2	2	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/1394/targets/dcam1394	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/1394/targets/dcam1394/current_folder_research.md	4	4	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/1394/targets/scsa1394	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/1394/targets/scsa1394/current_folder_research.md	3	3	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/emlxs/current_folder_research.md	34	34	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/oce	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/oce/current_folder_research.md	9	9	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/qlc	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/qlc/current_folder_research.md	14	14	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/qlge	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/fibre-channel/fca/qlge/current_folder_research.md	4	4	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/adapters/hermon	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/adapters/hermon/current_folder_research.md	17	17	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/adapters/tavor	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/adapters/tavor/current_folder_research.md	15	15	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/clients/daplt	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/clients/daplt/current_folder_research.md	2	2	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/clients/eoib	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/clients/eoib/current_folder_research.md	4	4	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/clients/ibd	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/clients/ibd/current_folder_research.md	1	1	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/clients/iser	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/clients/iser/current_folder_research.md	6	6	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/clients/of	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/clients/of/current_folder_research.md	2	22	5	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/clients/rds	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/clients/rds/current_folder_research.md	10	10	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/clients/rdsv3	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/clients/rdsv3/current_folder_research.md	11	11	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/ibtl/impl	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/ibtl/impl/current_folder_research.md	4	4	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/mgt/ibcm	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/mgt/ibcm/current_folder_research.md	3	3	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/mgt/ibdm	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/mgt/ibdm/current_folder_research.md	2	2	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/mgt/ibdma	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/mgt/ibdma/current_folder_research.md	2	2	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/mgt/ibmf	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/ib/mgt/ibmf/current_folder_research.md	10	10	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/sata/adapters/ahci	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/sata/adapters/ahci/current_folder_research.md	3	3	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/sata/adapters/nv_sata	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/sata/adapters/nv_sata/current_folder_research.md	2	2	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/sata/adapters/si3124	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/sata/adapters/si3124/current_folder_research.md	2	2	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/adapters/mfi	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/adapters/mfi/current_folder_research.md	6	6	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/adapters/mpi	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/adapters/mpi/current_folder_research.md	11	11	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/adapters/mpt_sas	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/adapters/mpt_sas/current_folder_research.md	3	3	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/adapters/pmcs	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/adapters/pmcs/current_folder_research.md	14	14	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/adapters/smrt	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/scsi/adapters/smrt/current_folder_research.md	3	3	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/clients/audio	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/clients/audio/current_folder_research.md	2	5	3	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/clients/ccid	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/clients/ccid/current_folder_research.md	2	2	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/clients/hid	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/clients/hid/current_folder_research.md	4	4	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/clients/hidparser	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/clients/hidparser/current_folder_research.md	3	3	0	ok
sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/clients/mass_storage	Docs/researches/sources/os/illumos/illumos-gate/usr/src/uts/common/sys/usb/clients/mass_storage/current_folder_research.md	2	2	0	ok
